key	text	tooltip
unit_abilities_onscreen_name_wh2_main_weapon_passive_chillblade	Chillblade	true
unit_abilities_tooltip_text_wh2_dlc13_lord_abilities_hunters_snare	This traditional trapper's tool is a noose made from wire; if the foe struggles, it simply tightens, cutting into the flesh.	true
unit_abilities_tooltip_text_wh_dlc05_spell_bound_the_curse_of_anraheir	At the spellcaster's command, nebulous nature spirits assail the foe, clawing with hands not nearly as insubstantial as they first appear.	true
unit_abilities_onscreen_name_wh_dlc03_hero_passive_the_unrelenting_warherd_iii	The Unrelenting Warherd	true
unit_abilities_onscreen_name_wh2_main_item_passive_heart_of_averlorn	Heart of Avelorn	true
unit_abilities_tooltip_text_wh2_main_item_abilities_the_tricksters_pendant	All those who seek the favour of Loec wear a simple-looking pendant of silver that actually conceals great power.	true
unit_abilities_onscreen_name_wh2_dlc14_character_passive_discombobulate	Discombobulated!	true
unit_abilities_tooltip_text_wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded	Imbued with the essence of the God of Death, the Nehekharans' blades strike with supernatural force to harvest souls for Djaf.	true
unit_abilities_tooltip_text_wh_main_weapon_abilities_the_sword_of_couronne	This powerful heirloom was forged from the finest Bretonnian silverline. It catches the suns rays and magnifies them, dazzling Louen's enemies as he makes the death stroke.	true
unit_abilities_tooltip_text_wh_dlc08_unit_passive_favour_of_the_ruinous_powers	When the Dark Gods bless the faithful assembled from atop their mighty battle-altars, loyalty is assured forevermore.	true
unit_abilities_tooltip_text_wh2_dlc16_spell_bound_death_frenzy	Gesticulating wildly, the caster gifts an allied unit with a rabid, frothing need to attack and consume the foe!	true
unit_abilities_onscreen_name_wh2_dlc09_unit_passive_unstable_mark_ii_sand	Disintegrating	true
unit_abilities_onscreen_name_wh_dlc05_lord_abilities_spirit_essence_of_chaos	Spirit-Essence of Chaos	true
unit_abilities_onscreen_name_wh2_dlc09_item_abilities_staff_of_nagash	Staff of Nagash	true
unit_abilities_onscreen_name_wh_dlc03_spell_beasts_transformation_of_kadon	Transformation of Kadon	true
unit_abilities_onscreen_name_wh2_dlc13_army_abilities_protection_of_quetzl_upgraded	Protection of Quetzl	true
unit_abilities_onscreen_name_wh2_dlc11_spell_deep_krakens_pull	Kraken's Pull	true
unit_abilities_onscreen_name_wh_dlc03_spell_beasts_the_amber_spear	The Amber Spear	true
unit_abilities_onscreen_name_wh2_main_unit_passive_snare_net	Snare-Net	true
unit_abilities_tooltip_text_wh2_dlc16_character_passive_cluster_of_radiants	Radiants are sponges for magical energy, manifesting as little more than blurred shapes of pure light that beckon the Winds to their host.	true
unit_abilities_onscreen_name_wh2_dlc15_army_abilities_azhags_big_waaagh	Azhag's Big Waaagh!	true
unit_abilities_tooltip_text_wh2_dlc15_army_abilities_grimgors_waaagh	Da boyz could never outdo Grimgor’s lust for carnage, though whenever he calls for a Waaagh! they always try.	true
unit_abilities_tooltip_text_wh2_main_army_abilities_eagle_sanctuary	A base, strategically-positioned nearby, ensures that these exceptionally-powerful, exceedingly-loyal birds can join their Elven allies at a moment's notice.	true
unit_abilities_onscreen_name_wh_main_spell_fire_fireball	Fireball	true
unit_abilities_onscreen_name_wh_dlc02_unit_passive_the_flag_of_blood_keep	The Flag of Blood Keep	true
unit_abilities_onscreen_name_wh_dlc04_unit_passive_balefire	Balefire	true
unit_abilities_tooltip_text_wh_dlc05_spell_shadow_melkoths_mystifying_miasma	The caster weaves a confounding fog that numbs and deludes enemies, causing them to stumble and stagger.	true
unit_abilities_tooltip_text_wh2_dlc15_unit_abilities_mimic_grom_waaagh	Grom keeps da ladz riled up by keeping them as well fed as he; his big Waaagh! doesn’t fight on an empty stomach!\\n\\n[[col:magic]]This ability is being mirrored using knowledge gained from a prisoner interrogation in Athel Tamarha.[[/col]]	true
unit_abilities_tooltip_text_wh_dlc07_unit_formation_flying_wedge	Unit forms into a flying wedge shape for good penetration when charging, but slightly slower movement speed.	true
unit_abilities_onscreen_name_wh2_dlc12_lord_abilities_master_of_the_skies	Master of the Skies	true
unit_abilities_onscreen_name_wh2_main_character_abilities_shield_of_the_old_ones	Shield of the Old Ones	true
unit_abilities_tooltip_text_wh2_main_character_abilities_witchbrew	Distilled from the blood of Hag Queens, this evil brew drives imbibers into an ecstasy of destruction.	true
unit_abilities_onscreen_name_wh2_dlc17_lord_abilities_master_predator	Master Predator	true
unit_abilities_onscreen_name_wh_dlc08_unit_passive_from_the_mist	From the Mist	true
unit_abilities_tooltip_text_wh_main_character_abilities_rally	To rally the troops and bring them back to the fore takes strong leadership skills and an iron will. 	true
unit_abilities_tooltip_text_wh2_main_item_abilities_the_bane_shield	A magnificent shield emblazoned with a coiled serpent, allowing its wielder to benefit from even greater protection.	true
unit_abilities_onscreen_name_wh2_dlc16_lord_abilities_call_to_gwindalor	Call to Gwindalor	true
unit_abilities_tooltip_text_wh2_main_lord_abilities_potion_of_charoi	Like Teclis before them, the deepest blue of night imbues the drinker with the stamina and strength they need to face down the foe.	true
unit_abilities_tooltip_text_wh2_dlc14_weapon_abilities_sword_of_lyonesse	When first she faced Chaos, Repanse broke open the reliquary of the village Grail Chapel and took up the ancient sword she found there.	true
unit_abilities_onscreen_name_wh_dlc05_lord_passive_call_of_the_woods	Call of the Woods	true
unit_abilities_onscreen_name_wh2_dlc15_unit_passive_journeys_end	Journey's End	true
unit_abilities_tooltip_text_wh2_dlc13_final_battle_character_abilities_rodrik_ward_save_reduction	Massively reduce enemy Lords' melee defence in Final Battle	true
unit_abilities_tooltip_text_wh_main_item_passive_seed_of_rebirth	Eating a seed from this small Troll-skin leather pouch will imbue the consumer with regenerative abilities. 	true
unit_abilities_onscreen_name_wh_main_spell_bound_soulfire	Soulfire	true
unit_abilities_onscreen_name_wh_dlc05_hero_passive_hawkish_precision	Hawkish Precision	true
unit_abilities_onscreen_name_wh2_dlc16_spell_bound_earth_blood	Earth Blood	true
unit_abilities_onscreen_name_wh2_dlc16_unit_passive_glamoured_lvl2	Insidious Glamour	true
unit_abilities_onscreen_name_wh2_dlc11_spell_deep_spiteful_shot	Spiteful Shot	true
unit_abilities_tooltip_text_wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm	A whirlwind of skulls tears across the battlefield, devouring all in its path in the Goddess of the Green Moon's bitter, vindictive name.	true
unit_abilities_tooltip_text_wh_dlc08_spell_metal_final_transmutation_arzik	The Wizard unleashes a hail of magical energy, transmuting his foes into Unliving golden statues.	true
unit_abilities_onscreen_name_wh_dlc06_character_abilities_effagee_of_da_git	'Effagee' of da Git	true
unit_abilities_tooltip_text_wh_main_spell_vampires_invocation_of_nehek	The caster intones the dread syllables once uttered by Nagash, restoring friendly targets.	true
unit_abilities_tooltip_text_wh2_dlc09_lord_abilities_sand_storm	A violent vortex that whips up a cloud of razor-sharp desert sand to lacerate and consume the foe.	true
unit_abilities_onscreen_name_wh2_dlc10_spell_bound_word_of_pain	Word of Pain	true
unit_abilities_onscreen_name_wh2_main_weapon_abilities_dwarf_gouger	Dwarf Gouger	true
unit_abilities_onscreen_name_wh_dlc03_spell_beasts_flock_of_doom_upgraded	Flock of Doom Upgraded	true
unit_abilities_onscreen_name_wh2_dlc13_lord_abilities_hunters_snare	Hunter's Snare	true
unit_abilities_tooltip_text_wh2_main_unit_abilities_fiery_breath	Just give the order and the Hydra's heads will spew forth their fiery breath, each competing for the brightest flame.	true
unit_abilities_tooltip_text_wh2_dlc16_lord_passive_fanatical_resolve_3	Drycha’s soul eternally seethes, her external wounds only further fuelling her vindictive, murderous intent.	true
unit_abilities_tooltip_text_wh2_main_unit_abilities_sun_dragons_breath	The youngest Dragons have a warm hue to their scales and a fiery temper, with scorching breath to match.	true
unit_abilities_onscreen_name_wh2_dlc09_lord_passive_the_curse	The Curse	true
unit_abilities_tooltip_text_wh2_main_item_abilities_the_vortex_shard	Hewn from the same rock that forms the Waystones, the Vortex Shard has the power to becalm the Winds of Magic.	true
unit_abilities_onscreen_name_wh_dlc04_spell_vampires_invocation_of_nehek_strigoi	Invocation of Nehek	true
unit_abilities_tooltip_text_wh_dlc05_banner_passive_banner_of_the_hunter_king	Though tattered and ancient, this banner causes forces to charge - in the name of the Hunt - before the main Elven host.	true
unit_abilities_tooltip_text_wh2_main_army_abilities_stegadon_qb_scripted	ph	true
unit_abilities_tooltip_text_wh2_dlc10_quest_abilities_regenerating_head	This Hydra head is used to heal instead of harm, causing an explosion of magical energy that restores its target’s health.	true
unit_abilities_tooltip_text_wh2_pro08_character_passive_heroic_fortitude	Despite involving himself in the most dangerous situations imaginable, and against the Slayer's suicidally-brave will, Gotrek is made of sterner stuff even than others of his kind and can survive any hand-to-hand encounter.	true
unit_abilities_tooltip_text_wh_main_spell_big_waaagh_brain_bursta	Projecting violence in a mental wave, the Shaman glowers at his target and lets loose a bolt of brain-melting force.	true
unit_abilities_tooltip_text_wh_main_item_abilities_forbidden_rod	This marble and golden-laced artefact can summon the Winds of Magic, but at a cost to the user.	true
unit_abilities_onscreen_name_wh2_dlc11_army_abilities_shanty_verse_3	Shanty: Third Verse	true
unit_abilities_onscreen_name_wh2_dlc15_unit_abilities_unending_volley	Unending Volley	true
unit_abilities_tooltip_text_wh2_dlc15_unit_abilities_unending_volley	If but one more would strike down our every foe, then we shall let loose once again!	true
unit_abilities_tooltip_text_wh_dlc04_spell_vampires_raise_dead_upgraded_strigoi	The once-proud Strigoi now dwell in dank recesses, binding foul, crypt-dwelling scavengers to their inexorable will.	true
unit_abilities_tooltip_text_wh2_dlc11_item_passive_helm_of_the_kraken	Bow down before the true Lord of the Sea.	true
unit_abilities_onscreen_name_wh2_main_weapon_bound_winged_staff	Winged Staff	true
unit_abilities_onscreen_name_wh2_dlc17_weapon_passive_rune_tortured_axes	Rune-Tortured Axes	true
unit_abilities_onscreen_name_wh2_main_unit_abilities_soporific_breath	Soporific Breath	true
unit_abilities_tooltip_text_wh_dlc04_spell_bound_banishment_innate	Creatures of the dark beware, for the Mage casts a ball of pure light to banish enemies of White Wizardry.	true
unit_abilities_onscreen_name_wh2_dlc15_unit_abilities_mighty_roar	Mighty Roar	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_mimic_realm_of_souls_3	The Liche Priests use the very breath of Nehekhara’s gods to reach into the Realm of Souls, retrieving the spirits of dead soldiers for binding and eternal service to their Tomb King’s will.\\n\\n[[col:magic]]This ability is being mirrored using knowledge gained from a prisoner interrogation in Athel Tamarha.[[/col]]	true
unit_abilities_tooltip_text_wh2_dlc09_item_abilities_enkhils_kanopi	The simple clay vessel may not look like much, but the High Priest's Undying essence within can thwart sorcery and strengthen incantations.	true
unit_abilities_tooltip_text_wh2_dlc15_lord_abilities_smash_em_faster	By the bellow of an angry Warboss, there’s always that little bit more murderousness to be squeezed from the boys.	true
unit_abilities_tooltip_text_wh2_main_army_abilities_vortic_blast	A surge of crackling energy and shimmering light heralds a blast of magic, as the power of the Vortex explodes into the world.	true
unit_abilities_tooltip_text_wh2_main_item_passive_loremasters_cloak	Wrapped in a cloak of grey, the wearer becomes insubstantial and highly-protected against magical attacks.	true
unit_abilities_onscreen_name_wh2_main_army_abilities_holy_stela	Holy Stela	true
unit_abilities_onscreen_name_wh2_dlc09_character_passive_true_blessing_of_asaph	True Blessing of Asaph	true
unit_abilities_onscreen_name_wh_dlc04_spell_vampires_gaze_of_nagash_strigoi	Gaze of Nagash	true
unit_abilities_onscreen_name_wh_main_lord_passive_the_hunger	The Hunger	true
unit_abilities_tooltip_text_wh_dlc04_unit_passive_unbinding_crypt_ghouls	Summoned creatures exist in this world on borrowed time, disappearing back to the winds from whence they came.	true
unit_abilities_onscreen_name_wh2_dlc09_lord_abilities_the_liber_mortis	The Liber Mortis	true
unit_abilities_onscreen_name_wh2_dlc16_unit_passive_instability_3	Instability III	true
unit_abilities_onscreen_name_wh_dlc03_spell_wild_traitor_kin_upgraded	Traitor-Kin Upgraded	true
unit_abilities_tooltip_text_wh_dlc03_item_passive_the_dark_mail	This ancient suit of chainmail can counter the fanciful enchantments and magicks of enemy blades. 	true
unit_abilities_tooltip_text_wh2_dlc16_lore_passive_wrath_of_the_wood	At the most opportune moment, arrows are willed to fly fast and true by the very wood from which they are carved.	true
unit_abilities_tooltip_text_wh2_dlc14_spell_stealth_warp_stars_upgraded	Deftly conjured and swiftly flung, the Skaven's fiendish Warp throwing-stars are, like all their weird scientific advances, explicitly designed to cause maximum death.	true
unit_abilities_tooltip_text_wh_main_spell_bound_staff_of_damnation	This gnarled stave is carved from the blackened heartwood of a Hangman's Tree. It contains a powerful spell that fills nearby Undead with a frantic vitality. 	true
unit_abilities_tooltip_text_wh_dlc08_unit_passive_berserk	When going berserk, savage, barely-controllable warriors become savage, completely-uncontrollable warriors; best keep your distance!	true
unit_abilities_tooltip_text_wh2_dlc15_army_abilities_summon_the_sentinels	The Mistwalkers of Yvresse are called upon to defend the homeland in its hour of need.	true
unit_abilities_tooltip_text_wh2_dlc11_unit_passive_unbinding_knights_of_the_realm	Summoned creatures exist in this world on borrowed time, eventually disappearing back to the Winds from whence they came.	true
